,name,rating,reviews,ctype,hq,old,employees
5043,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
5044,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
5045,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
5046,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
5047,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
5048,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
5049,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
5050,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
5051,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
5052,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
5053,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
5054,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
5055,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
5056,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
5057,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
5058,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
5059,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
5060,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
5061,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
5062,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
5063,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
5064,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
5065,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
5066,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
5067,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
5068,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
5069,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
5070,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
5071,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
5072,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
5073,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
5074,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
5075,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
5076,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
5077,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
5078,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
5079,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
5080,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
5081,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
5082,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
5083,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
5084,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
5085,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
5086,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
5087,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
5088,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
5089,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
5090,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
5091,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
5092,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
5093,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
5094,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
5095,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
5096,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
5097,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
5098,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
5099,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
5100,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
5101,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
5102,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
5103,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
5104,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
5105,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
5106,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
5107,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
5108,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
5109,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
5110,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
5111,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
5112,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
5113,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
5114,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
5115,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
5116,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
5117,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
5118,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
5119,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
5120,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
5121,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
5122,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
5123,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
5124,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
5125,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
5126,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
5127,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
5128,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
5129,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
5130,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
5131,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
5132,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
5133,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
5134,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
5135,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
5136,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
5137,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
5138,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
5139,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
5140,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
5141,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
5142,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
5143,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
5144,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
5145,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
5146,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
5147,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
5148,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
5149,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
5150,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
5151,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
5152,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
5153,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
5154,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
5155,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
5156,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
5157,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
5158,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
5159,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
5160,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
5161,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
5162,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
5163,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
5164,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
5165,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
5166,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
5167,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
5168,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
5169,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
5170,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
5171,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
5172,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
5173,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
5174,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
5175,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
5176,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
5177,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
5178,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
5179,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
5180,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
5181,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
5182,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
5183,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
5184,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
5185,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
5186,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
5187,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
5188,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
5189,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
5190,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
5191,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
5192,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
5193,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
5194,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
5195,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
5196,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
5197,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
5198,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
5199,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
5200,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
5201,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
5202,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
5203,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
5204,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
5205,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
5206,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
5207,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
5208,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
5209,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
5210,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
5211,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
5212,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
5213,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
5214,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
5215,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
5216,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
5217,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
5218,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
5219,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
5220,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
5221,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
5222,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
5223,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
5224,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
5225,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
5226,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
5227,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
5228,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
5229,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
5230,Genpact,3.9,26.2k,IT Services & Consulting,Public,27 years old,1 Lakh+ Employees
5231,Axis Bank,3.9,22k,Banking,Public,31 years old,50k-1 Lakh Employees
5232,Teleperformance,3.6,21.9k,BPO,Forbes Global 2000,46 years old,50k-1 Lakh Employees
5233,Concentrix Corporation,3.9,21.8k,BPO,Public,41 years old,50k-1 Lakh Employees
5234,Jio,4.0,20.6k,Telecom,Public,17 years old,50k-1 Lakh Employees
5235,Amazon,4.1,20.4k,Internet,Public,30 years old,1 Lakh+ Employees
5236,IBM,4.1,19.7k,IT Services & Consulting,Public,113 years old,1 Lakh+ Employees
5237,Reliance Retail,3.9,18.7k,Retail,18 years old,Amravati +988 more,1 Lakh+ Employees
5238,HDB Financial Services,4.0,18.1k,NBFC,17 years old,Amravati +940 more,1 Lakh+ Employees
5239,Larsen & Toubro Limited,4.0,16.6k,Engineering & Construction,Public,86 years old,10k-50k Employees
5240,TCS,3.8,73.1k,IT Services & Consulting,Public,56 years old,1 Lakh+ Employees
5241,Accenture,4.0,46.3k,IT Services & Consulting,Public,35 years old,1 Lakh+ Employees
5242,Cognizant,3.9,41.7k,IT Services & Consulting,Forbes Global 2000,30 years old,1 Lakh+ Employees
5243,Wipro,3.8,39.1k,IT Services & Consulting,Public,79 years old,1 Lakh+ Employees
5244,Capgemini,3.9,34k,IT Services & Consulting,Public,57 years old,1 Lakh+ Employees
5245,HDFC Bank,3.9,33.9k,Banking,Public,30 years old,1 Lakh+ Employees
5246,ICICI Bank,4.0,33.5k,Banking,Public,30 years old,1 Lakh+ Employees
5247,Infosys,3.8,31.8k,IT Services & Consulting,Public,43 years old,1 Lakh+ Employees
5248,HCLTech,3.7,28.5k,IT Services & Consulting,Public,33 years old,1 Lakh+ Employees
5249,Tech Mahindra,3.7,27.6k,IT Services & Consulting,Public,38 years old,1 Lakh+ Employees
